rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,id,senti_lst,label,score
5,Five Stars,This cup mixes powdered drinks well.,[],B077KGYG45,B077KGYG45,AEKWVNWT5NS5J7L45LLNLGD3MFWA,2018-09-04 12:01:44.007,0,True,602,"('POSITIVE', 0.9985729455947876)",POSITIVE,0.9985729455947876
5,Great value & cute,"Fits great, looks nice and great price!",[],B07CPQPP16,B07CQQTWMY,AELOE3QB6WFGYAHN4IDCJX72LXKQ,2019-02-16 09:02:33.328,0,True,603,"('POSITIVE', 0.9998761415481567)",POSITIVE,0.9998761415481567
1,HAIR LOSS!,"Update: HAIR LOSS!  Took 6 mos off these to slow loss & I've still not regained lost hair.<br />Update: After nearly a year - I am not losing as much hair.<br /><br />Yes I sleep better but using very good magnesium at bedtime too. Plus melatonin. What concerns me is not knowing what iron, selenium ETC are in here. I contacted company and they said many people take extra minerals to be SURE they get enough. Yikes!",[],B01MYUKYZP,B01MYUKYZP,AFFCQNWCHXTY7BANIWXLP5C2BKPA,2021-09-01 08:18:55.335,0,True,604,"('NEGATIVE', 0.9896150827407837)",NEGATIVE,0.9896150827407837
1,They dont show label (ingred) for a reason,"They use intesinal binding fillers - maybe that's why no full label I.E.> ingred's shown. My glands swell, cannot swallow and I lose fingernails if ingest Magnesium Stearate. It is NOT benign.",[],B01FL9DFR4,B01FL9DFR4,AFFCQNWCHXTY7BANIWXLP5C2BKPA,2019-10-30 08:41:31.628,0,False,605,"('NEGATIVE', 0.9966555833816528)",NEGATIVE,0.9966555833816528
1,Couldnt take it past 3 days,I had to stop taking it - had reaction like I do when FILLERS are used.,[],B01IIE7A1Q,B01IIE7A1Q,AFFCQNWCHXTY7BANIWXLP5C2BKPA,2017-11-05 09:18:59.535,0,True,606,"('NEGATIVE', 0.9709058403968811)",NEGATIVE,0.9709058403968811
5,Good price,Good value/price for glass cleaners.,[],B08683VKC7,B08683VKC7,AFAFNPANVWPP3VFRJHQZOU7R6X2Q,2021-02-14 19:44:11.318,0,True,607,"('POSITIVE', 0.9997051358222961)",POSITIVE,0.9997051358222961
5,Good,Recommend,[],B07QXLTPPT,B07QXLTPPT,AF57ANFOM7CC3AXSFNHH4HGXCTFQ,2020-04-17 20:24:36.280,0,True,608,"('POSITIVE', 0.9998393058776855)",POSITIVE,0.9998393058776855
5,Life saving for a nose with a pressure ulcer,"The picture on this is currently, a safety belt. It has nothing to do with these gel pads<br /><br />I wear CPAP full face mask. Somehow, it rubbed a pressure ulcer in the bridge of my nose. It was painful and horrible. I ordered these, put them together to make them thick. I would put anti-bacterial gel on it, cover it with a bandaid, add the gel pads and put my mask on. These were life savers. The ulcer has healed (hopefully putting vitamin e on it will help reduce scarring) and I feel much better about everything. i would not be without these again.....EVER!",[],B012UVQHTE,B012UVQHTE,AFS5TQHRDNYDFD7ONWOVFWTCGAKQ,2015-08-25 01:08:52.000,0,True,609,"('NEGATIVE', 0.9924818873405457)",NEGATIVE,0.9924818873405457
5,Works for me!,"These things are great. They are super absorbent. The colors go with nearly everything. If you have a child who can chew through a car tire, these might not work but these will work for many kids who are aggressive chewers.<br /><br />I am quite happy with them and cannot recommend them highly enough but like I said, some autistic kids may through these so I guess you will have to take your chances when ordering but for many kids, they will do the trick. The cloth is soothing to bite, they do not look odd and it will save shirts.",[],B00GQDBAWM,B00GQDBAWM,AFS5TQHRDNYDFD7ONWOVFWTCGAKQ,2014-11-26 21:56:51.000,1,False,610,"('POSITIVE', 0.9972569346427917)",POSITIVE,0.9972569346427917
3,Not the best flavor,My kid did not appreciate flavor,[],B08BP9DJXK,B08BP9DJXK,AFSAIAZWFQ5G62F4Q22B37EJU73Q,2021-02-15 13:03:21.429,0,True,611,"('NEGATIVE', 0.9978951215744019)",NEGATIVE,0.9978951215744019
1,Scholls could have made something more comfortable.,"the size said it would fit a size 10 (which i am) but these were to small, they were tight i didn't use them. they were cheaply made Dr. Scholls could have made something more comfortable.",[],B00FYVJ7S6,B00FYVJ7S6,AGA3BTG34LHIQYIJISTTWCH7Q5RQ,2015-11-05 00:40:50.000,0,True,612,"('NEGATIVE', 0.998426079750061)",NEGATIVE,0.998426079750061
1,It died,"3 months in and it bricked.  Was good while it lasted, but it didn't last.  Avoid.",[],B07TYZ2S1K,B07TYZ2S1K,AEKOXJGS5WZNUYXVHGGC4BZZ7SFQ,2020-01-05 23:19:11.917,0,True,613,"('NEGATIVE', 0.9972355961799622)",NEGATIVE,0.9972355961799622
5,What an amazing deal!!!,"As my other reviews state, benzoyl peroxide is benzoyl peroxide no matter the brand. This is an absurd deal and will last you years for less than the price of one tube anywhere hands down.",[],B00F5DFFYS,B00F5DFFYS,AFQ4A4DZ6PYJYZJXKXCNEONVD24A,2021-07-15 21:08:03.665,1,True,614,"('NEGATIVE', 0.9991369843482971)",NEGATIVE,0.9991369843482971
5,Highly recommend,"Great price for 3 pill organizers. The compartments snap tightly closed, so it would good to throw in a purse.  It is smaller than many week pill organizers and I like that the days of the week are raised and not printed.  Those that have printed words seem to wear off quickly.  The compartments are large enough to hold the 8 pills that I take, including 2 glucosamine and one metformin that are fairly large.  My other pills are small.  There would be room for a few more.  The length is 5-1/8&#34;, width 1-3/8&#34; and height 1&#34;.  It is easy to fill it as all the compartments can be open at once, unlike my round case, where they open a small amount if the other days' spaces are open.",[],B01EPPYY0W,B01EPPYY0W,AHBUO2AFI46Y3SDHRMETHIGRUONQ,2016-10-22 01:12:55.000,0,True,615,"('NEGATIVE', 0.9986541271209717)",NEGATIVE,0.9986541271209717
5,as describe,works well,[],B07JLD99M5,B07JLD99M5,AFZM2DPITMWBFUNIIIVD7RUCX7TA,2021-04-01 20:59:44.248,0,True,616,"('POSITIVE', 0.9998438358306885)",POSITIVE,0.9998438358306885
4,"@8 grams per serving. Bovine, Marine, Chicken, Eggshell provides types 1, 2, 3, 5, & 10","It's fine. I have my preferences over this. This is a nice blend of various collagen sources (bovine, marine, poultry, eggshell) and therefore a wider degree of collagen types (1, 2, 3, 5, 10). Hence the elevated price tag (I don't rate on price, but I will comment that it should be compared to others of this ilk. It is with similar price range). Some sources are more expensive. Some sources don't require as much to be effective. Ie, bovine is cheapest, but needs more, marine is usually most expensive yet needs a lot less. This has a good amount, well fair amount, per serving at about 8 grams of collagen peptides (hydrolyzed- meaning it is broken down to readily absorbable, easily digestible form, and it mixes in hot or cold without gelling).<br /><br />Multi forms can impart a slight smell and flavor. I think the ones that use eggshell tend to have a little extra aroma. May disappear depending on what it is being used in. Or might be noticeable. Not a big fan of it in my plain black unsweetened coffee, but is totally fine in a smoothie, or when I have a coffee that I doctor up with cream and flavor syrup. I dont fault the brand, as it is merely a facet of the composition. I will always used collagen, often single source, but will pepper in multi source as I see fit.<br /><br />This is a perfectly fine product. Though I recommend that they actually include a picture of the nutritional information. We dont need to see half a dozen pictures of people drinking it. Let us know what is in it. Had I been shopping around for it, I would have passed this over for a listing that tells me all that I am getting.<br /><br />Though I am pleased to see this:<br />""If you’re not 100% satisfied with your purchase, we’ll issue you a refund.""",[],B0B94QF3L9,B0B94QF3L9,AF2BLE54TEMGZ546U763ZHZRXC4A,2022-10-08 15:38:45.781,1,False,617,"('POSITIVE', 0.9948711395263672)",POSITIVE,0.9948711395263672
4,"great ""before you go"" bathroom spray, as for around the house? doenst linger long","Nice natural lavender scent. Does not smell synthetic at all. I have tried a few fragrance options by Kate Naturals. They are all as natural as can be. They smell nice, dont trigger headaches. I love the whiff of fresh smelling lavender (and orange, and peppermint), but they dont linger long, and I have had bottle issues. So far so good on this one, but we'll see. I had to downrate my orange one from 4 to 1 star because the bottle stopped working after a week. I will update here if I experience that with this.<br /><br /> I think they make for a very good ""before you go"" bathroom spray. Also nice for general use, but I find them very effective for that purpose. Also works in a pinch to freshen up clothes, shoe closet, etc.",[],B0B628R9BD,B0B628R9BD,AF2BLE54TEMGZ546U763ZHZRXC4A,2022-08-20 23:42:43.040,1,False,618,"('POSITIVE', 0.9940769672393799)",POSITIVE,0.9940769672393799
5,"neutral tasting, easy to drink, add to smoothies, 1 TBS serving/110 cals, nice ingredients","Surprisingly neutral tasting considering all the green ingredients, easy to drink flavor. It is designed to be added to a smoothie, not for use as a smoothie itself. But I wanted to get an idea of the overall taste, so I blended 1 TBS with 8 unsweetened almond milk and it really just disappeared- not much flavor, which I find to be a good thing. I really was expecting it to taste awful, lol<br /><br />It has some erythritol- 4.5 grams per 1 TBS serving. I missed this when looking at the ingredients because it is not listed in the ingredients. Just in the nutrition panel. I could do without it, but it doesnt overpower at all. I find that when products use non sugar sweeteners they go way overboard with the sweetness. This doesnt impart much sweetness or much of any strong flavor.<br /><br />1 TBS has 110 calories, so be mindful of how much you use. Hence why it is best added TO a smoothie (or whatever else you want).<br /><br />I like all the food based ingredients and I ""feel good"" adding this to my assortment of supplements I add to my daily smoothie. Nice way to boost my nutrition since I have not been consuming as much fresh food as I should (lack of availability, super high prices).<br /><br />I'd get this again 4.5 stars  (5 stars, since I like it more than 4)",[],B09PMQ17N8,B09PMQ17N8,AF2BLE54TEMGZ546U763ZHZRXC4A,2022-03-01 14:32:51.410,0,False,619,"('NEGATIVE', 0.9966177344322205)",NEGATIVE,0.9966177344322205
5,attractive unsealed pine board with relevant dowsing engravings,"Large, engraved, unsealed blond pinewood disc. Natural, earthy, simple. Very appropriate for a dowsing board. I like the graphics on it (butterfly, moon phases, etc). They also have a black option, which appears stunning.<br /><br />Lightweight, but sturdy.. just add your own pendulum.","[{'small_image_url': 'https://m.media-amazon.com/images/I/71Gh5lWLFEL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71Gh5lWLFEL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71Gh5lWLFEL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71J8rcYVgHL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71J8rcYVgHL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71J8rcYVgHL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81Ta7zoH5AL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81Ta7zoH5AL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81Ta7zoH5AL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09G6CG5S4,B09G6CG5S4,AF2BLE54TEMGZ546U763ZHZRXC4A,2021-11-03 14:28:31.424,0,False,620,"('POSITIVE', 0.9992631077766418)",POSITIVE,0.9992631077766418
3,"broken bottle, managed to sop up enough to do one spot, seems promising, may buy more","I'm sorry to say that my bottle arrives busted, and therefor I couldn't really use it. I sopped up some of the loose liquid and worked it into a stone floor. I knew exactly what I was planning to use this on, so I got straight to it. I just have one spot in my late 30s, early 40s Sears kit home that has an unsealed rough stone floor. I have been wanting to find something that could clean that floor. Nothing ever describes what I have, so I have been reticent to buy anything. So I haven't used anything!<br /><br /> When I saw that this product can be used on pavers, bricks, sidewalks, etc I figured that was much closer to what I have in terms of porosity. So here I am with a busted bottle, and just a rags worth of product, and I dab it onto one spot. It really seems promising. This isnt a case of ""oh, I can use anything"".. and I certainly cant use a power washer. Hm, maybe a steamer.. but yeh, I need a cleaner. This could be it, but I dont have enough to work with. I am highly considering just buying another bottle (but concerned about another broken bottle). Personally, I think the price point is reasonable, hence why I never rate on price. IF I do buy another bottle (currently have one sitting in my cart) I will be back to update.",[],B08ZB89SC7,B08ZB89SC7,AF2BLE54TEMGZ546U763ZHZRXC4A,2021-09-18 13:58:31.442,0,False,621,"('NEGATIVE', 0.9984081387519836)",NEGATIVE,0.9984081387519836
4,"Mild taste, light chew. On the go snack to ward off hunger, or makes nice addition to sandwich wrap","Pretty good! Helps keep my sanity when I get hungry before my main meal.  I think it makes for a quick snack- either to take care of a sweet tooth need, or just need something to nosh on to take care of hungries before next meal. When I am on the go all day, I often dont eat anything until dinner (Im just not hungry, and copious amounts of coffee and/or a smoothie takes care of my need to masticate a meal), but.. sometimes I do get a little hungry. OK, sometimes a lot. lol.  I pack some snack bars just in case, but sometimes I want a better mouth feel/different texture than what a dry bar provides. SO give me cheese stick, olives, meat stick.. and now these yam sticks. Of all the other options, these are the easiest for me as they are room temperature stable. Now I can have one of these and maybe a handful of nuts, and I am satisfied enough to hold off until dinner.<br /><br />Has a light, mild taste. I think kids would like this as it isnt as strong as some sweet potatoes. I know some of the flavor is dependent on the type of sweet potato/yam used, and region. That is the extent of my expertise, though haha.<br /><br /> The texture is decent. It is a soft with a little bit of chew. Easy to eat. I have another yam product I prefer (about as mild, but little more chew), but I would totally buy these again. If only because I can control myself better. This is 80 calories per stick, where as the other is a bag at 180 per serving/bag. Not bad, but I dont always need that much at once (but I cant control myself haha). So different items purchased for different reasons. If you want to get fancy, this would be delightful paired with a slice of turkey or chicken, then maybe a slice of cheese all rolled in a small soft tortilla shell. Or ditch the meat, and add in avocado. Hmm, making myself hungry now.<br /><br />Yammy: https://www.amazon.com/dp/B08SYBSSN3",[],B08VS94K8Y,B08VS94K8Y,AF2BLE54TEMGZ546U763ZHZRXC4A,2021-08-09 15:26:38.633,5,True,622,"('POSITIVE', 0.9531549215316772)",POSITIVE,0.9531549215316772
4,"soft, true to size, can be trimmed, good energy return in heel area, so far so good","I have tried these in a few pairs of shoes, all of which range from 10 to 11 womens, so I chose the sizing option of 10-11.5 women (or 8.5-10) men's. The sizing seems spot on. As with many inserts, there is a guideline on the bottom for trimming to size. I did not find these too wide for the shoe. They are the exact same as other inserts I stacked them against. I literally pulled inserts out from other shoes and put these on top. I took a couple of pics side by side, as trying to show the sameness by putting them on top of each other doesn't show anything.. because they are same size! Excused the um, wear and tear on the used inserts ;)<br /><br />The inserts feel pretty good. Not super cushiony, but I do feel a pleasant energizing tingle when I wear them, especially in the heel. I have high arches, so I appreciate that these dont have a super firm arch. It feels reasonable to me.<br /><br />The inserts do feel breathable and ""not stuffy"". I really wasn't sure what to expect because the description mentions heat, walking fever.. I have no idea. The brand/store name is EarthingLife, so who knows.. not really my thing. I just want decent inserts, and the price is within range of what I normally pay ($10-17).<br /><br />4 stars.. still early on in wearing these. Been wearing them light duty, but I want to see how they do with a full, physical work week. I will update if I learn more, or fall in love with them, etc..","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1-5rz+BJxS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1-5rz+BJxS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1-5rz+BJxS._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B15jk8e6e2S._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B15jk8e6e2S._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B15jk8e6e2S._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1KP80pdBxS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1KP80pdBxS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1KP80pdBxS._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1MltURDVAS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1MltURDVAS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1MltURDVAS._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1uqWlcbTeS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1uqWlcbTeS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1uqWlcbTeS._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1FVl4w9qnS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1FVl4w9qnS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1FVl4w9qnS._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1b0Hma9kwS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1b0Hma9kwS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1b0Hma9kwS._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1hPeISCrZS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1hPeISCrZS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1hPeISCrZS._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08VJ2P7RM,B08VJ2P7RM,AF2BLE54TEMGZ546U763ZHZRXC4A,2021-07-13 14:06:40.135,0,False,623,"('POSITIVE', 0.9480522274971008)",POSITIVE,0.9480522274971008
4,"clings very well, thinner than other compostable wrap, box & slide cutter a little awkward","--Very clingy- truly grabs onto whatever it is being wrapped around/onto; including itself. Be careful!<br />--The material is thin. I have used other compostable cling wrap, and this is the thinnest I have used.<br />--Comes with a slider cutter that you have to attach to box for use in cutting sheets of wrap.<br />--A little tricky to dispense & cut.  Once I got a piece off the roll, I was able to effectively wrap some food. It was while it is still on the roll and trying to get some off that is slightly problematic for me. Perhaps with more use I will get the hand of it.<br />-- If you can get a whole sheet off, then know that whatever you wrap, this will provide a good seal.<br /><br />I find that the compostable wrap is much more clingy than regular cling wraps, and for that I will likely continue with buying compostable cling wrap. This is about what I expected, and works pretty well. However,  I prefer this brand: https://www.amazon.com/dp/B08XVSWFZ2<br />(more pricy though).<br /><br />3.5-4 stars",[],B093WHT12C,B093WHT12C,AF2BLE54TEMGZ546U763ZHZRXC4A,2021-07-08 12:45:57.142,3,False,624,"('NEGATIVE', 0.6229953765869141)",NEGATIVE,0.6229953765869141
4,"smells good, pay attention to directions as it applies to using this around pets","Bought this more for the scent profile than the ""germ fighter"" aspect. I saw that it was fine for use around pets when used as directed, which is also why I was keen on getting it. I have 2 labs and 3 cats, so it is important that I use products that are not going to harm them. I like freshening up my carpet, so I figured I would give this a try.<br /><br />For pet owners:  Sprinkle on carpets, wait 15 minutes, vacuum. THEN keep pets off of carpet for an additional 30 minutes after that. I didnt realize that second part is needed until I read the directions. I failed to see that when I was looking at the product description. It is there. So just know to add in the additional time.<br /><br />It smells really good. Very fine particulates. Be sure to follow directions with pets. For added precaution, I am using this in  areas that are well ventilated and not in direct sleeping spots.",[],B08PMM3MFV,B08PMM3MFV,AF2BLE54TEMGZ546U763ZHZRXC4A,2021-04-23 14:24:38.606,0,False,625,"('POSITIVE', 0.9931254386901855)",POSITIVE,0.9931254386901855
5,insoles PLUS additional padded pieces to make for customized fit & support,"I have high arches, but have some shoes without any sort of support, and so I find slipping in a support like this can help for long term wearing of super flat shoes. The appeal of these for me is that due to my high arches and the fact that these come with ""height adjustment"" padded pieces, I can be sure to create a level of fit and support that is good for my feet. These are cut to fit, and have additional padding pieces to make for better adjustment in fit, feel, and support. They fit well in shoes, sneakers, boots.. and do well staying in place. I will consider buying these again.",[],B08P2Y57YK,B08P2Y57YK,AF2BLE54TEMGZ546U763ZHZRXC4A,2021-02-07 17:51:58.510,0,False,626,"('POSITIVE', 0.9870650768280029)",POSITIVE,0.9870650768280029
4,"for minor flow, minor leaks or sweat, or as back up to a reusable menstrual cup","Overall I am impressed with the effectiveness of these s they are intended. Silky waterproof like material on one side, and soft fleecy material on the other. They are meant for ""low flow""-- which I am really only most comfortable with using it for very light days, so please keep that in mind. I always wear a liner for various reasons. I am using these for that purpose. They do not leak, there is no odor that I have notices, and the material is so soft and comfortable. My lady bits like the fleecy feel. When done I toss it in the wash or hand wash depending on what I feel like.<br /><br />While the liners stayed put in a manner that kept me covered,  do notice some shifting. I am larger in size, so underwear is larger.. and it seems that these were quite loose. I think a second button snap right along the first to make more narrow, and/or a second set to also help keep it in place. Right now it is one snap, loose fit. It may not be limited to these, this may be the norm? This is my first experience with reusable cloths. I really like the idea, and while I am not ready to fully swap out, I can comfortable using these in place of my daily liner. Or paired with a resuable menstrual cup. But for flow? I am not there yet in terms of confidence.",[],B08L93L9XY,B08L93L9XY,AF2BLE54TEMGZ546U763ZHZRXC4A,2020-12-21 16:11:46.698,0,False,627,"('NEGATIVE', 0.5322747230529785)",NEGATIVE,0.5322747230529785
4,"generous fit- works on my 23.75"" head (and beyond), adjustable, minor annoyances","This will fit large heads. I have a 23.75"" head, and this has plenty of stretch and adjustability. It can easily go larger than my head measurements.<br /><br />The soft foam cups are comfortable. The exact fit will vary. I find they block out all the light, and unless I am resting my head in such a way to push on them, there is very little light that will sneak through. I'm a side sleeper.<br /><br />The soft foam cups allow the eyes to breathe, lashes don't get smashed. Eye creams likely stay in place.<br /><br />Although stretchy and adjustable, it is hard for me to find that sweet spot where it isn't too snug that it creates creases come morning, nor too loose that it doesn't fall off, migrate away from my eyes. I found the snug fit worked better as it kept the mask from rotating in the night (and off my eyes), BUT I wake with indents. I can't have that.<br /><br />Other aspect that has troubled me is that sometimes it gets caught in my hair. The spot that has the adjustment hardware is prone to snagging my hair.<br /><br />SO, I go back to my old trust stand by which is a tube of material. It looks like a headband, and it continues to be my most favorite sleep mask of all time. If it rotates, it doesn't matter because it is a tube so I am always covered,  I have been using nightly since I got it 6 months ago.<br />www.amazon.com/dp/B07RJQGV61<br /><br />This one by Cyraneme is a close second, though. Comfort, quality, adjustability, and the fact that it can actually fit large heads are all positives in my opinion. The rotation and the indents (and hair snag) is variable. Depends on if I can find that sweet spot for fit. I definitely have tried other sleep masks that I never used ever again. This I will use. It is still at my bed side.",[],B08DG5C6ZS,B08DG5C6ZS,AF2BLE54TEMGZ546U763ZHZRXC4A,2020-11-09 16:02:38.301,0,False,628,"('NEGATIVE', 0.9589099884033203)",NEGATIVE,0.9589099884033203
5,"great self care set, fine quality, no issues, gift worthy items","Gift worthy set-comes with long back length silicone scrubber, a hand scrubber poof, a shower cap, and a set of hooks. All packed into a small box. Would make for a great stocking stuffer or as part of a themed self care gift.  I may pick up another set for this reason.<br /><br />Everything is of good quality. I am extra impressed with the hand scrubber loofah/poof. It is rather robust. The longer silicone scrubber takes some getting used to. I have really come around to silicone scrubbers, as they just seem more hygienic to me. And even if you dont use bath wash on it (I often soap up my body, then run this over it), it is lovely on the skin. Gentle, but effective. The shower cap is a nice addition. Use it in or out of shower.<br /><br />No problems with this set. I think it is a great bundle of shower items. If I experience anything else, I will be back to update,.",[],B08FR1WZ21,B08FR1WZ21,AF2BLE54TEMGZ546U763ZHZRXC4A,2020-11-08 15:39:12.051,0,False,629,"('POSITIVE', 0.9959331154823303)",POSITIVE,0.9959331154823303
5,"sturdy stainless steel swivel mop, mop head is magnetic so it stores as one long unit","-The best part of this mop and bucket system is the mop handle. It is stainless steel! It is super sturdy, and<br />-It it long enough (49"") for me (5'10"") to hold comfortably. If you need it shorter, remove one section (and it will be 38"").<br />-I can really push into the floor without worry of this pole breaking.<br />-Each section screws on. It comes with two cleaning pads.<br />-The bucket it- as pictures- tall and thin. Does not take up much space in terms of storage. I haven't knocked it over yet, but I am aware that it could due to its tall center. It is a nice change from peeling the pads off and rinsing them by hand.<br />-Micro fiber pads are pretty standard. They work the same as any of my others. Just presses on or peels off. Easily interchangeable.<br />-You can access the interior of the bucket (for in depth cleaning and drying of the bucket, if need be) by popping out the handle. Then the rest can pop out. The bucket is surprisingly sturdy as well. It isn't a cheap feeling system at all.<br />-The swivel mop portion is magnetic, so it will store as one long pole. Also makes it easier to use the bucket as you wont have a mop head impeding quick insertion<br /><br />Overall I am impressed. I am most excited for the metal pole. I am not used to using a bucket, don't feel I need one..  but this is neat to have. Again, I have not knocked it over. It seems to be well balanced. It works as described! I have 2 big labs and lots of sandy soil that gets tracked in with them, so floor sweeping, vacuuming, and washing is a regular chore.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/714vJL+jkpL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/714vJL+jkpL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/714vJL+jkpL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71rx4ycfl2L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71rx4ycfl2L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71rx4ycfl2L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0878RRKZ2,B0878RRKZ2,AF2BLE54TEMGZ546U763ZHZRXC4A,2020-09-02 16:42:04.213,0,False,630,"('POSITIVE', 0.9842178821563721)",POSITIVE,0.9842178821563721
4,"not fan of packaging, spout really pours out liquid, but detergent is great","I do not care for the packaging.<br /><br />At first, I thought the cut outs were neat. I like how there is a spot to store the cup, and the access area to the spout is tidy looking.<br /><br />Then it came time to pour product into the cup, and WHOA it comes pouring out. I really need to be on top of turning it off real quick lest I overflow my cup..again. So, in the future I will return to their regular bottles. If I had an empty I would pour this into that.<br /><br />The Dreft laundry detergent itself? LOVE IT. Smells SO GOOD... to me. Mmmmm<br /><br />I have been using Dreft products on and off since 2007. I do not have kids, but at some point I ended up with the stain remover spray, which is awesome stuff. Then I would buy the detergent once in awhile, especially for use with my cats and dogs bedding. I hadn't purchased any in a long time,  I think a lot of other gentle products came to market and I simply got away from it (not the stain remover though, still the best for me). Forward to this box of detergent. I really don't recall now what the detergent of the past smells like but I really like the way this smells. It is similar to a few others out there- floral, sweet. You may or may not like it. I like it. It works well with anything I have washed so far. If the scent has changed any, I understand why some would not like it-- sometimes we want what is familiar to use and what has worked.<br /><br />Really not sure why anyone would think this was fake? It is sold by Dreft, not a 3rd party. Go to their page and it is ALL Dreft items. Anyway.. the detergent works as expected. Smells good too! Box.. eh, I could do without that. Use it as a refill if you really want the box style and not have more bottles building up.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71VGA0jv7BL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71VGA0jv7BL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71VGA0jv7BL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B084WB8LJC,B0B4Z2PMHZ,AF2BLE54TEMGZ546U763ZHZRXC4A,2020-08-22 15:49:00.828,0,False,631,"('NEGATIVE', 0.8007956147193909)",NEGATIVE,0.8007956147193909
